id,url,visit_time,from_visit,transition,segment_id,visit_duration,incremented_omnibox_typed_score
2858,1427,13197810809221360,0,805306368,0,0,0
2859,1428,13197810819709690,0,805306368,0,64670120,0
2860,1429,13197810851710452,0,805306368,0,0,0
2861,1430,13197810867326412,0,805306368,0,0,0
2862,1431,13197810871848360,0,805306368,0,0,0
2863,1432,13197810875487820,0,805306368,0,8066742,0
2864,1433,13197810913083452,0,268435463,0,0,0
2865,1434,13197810913083452,2864,-1610612729,0,28139255,0
2866,1435,13197810941222706,2865,268435463,0,0,0
2867,1436,13197810941222706,2866,-2147483641,0,0,0
2868,1433,13197810941222706,2867,-1610612729,0,24613632599,0
2869,1437,13197810951345916,0,805306368,0,24618510304,0
2870,1438,13197810953976800,0,805306368,0,24620880257,0
2871,1439,13197810956587700,0,805306368,0,25970972040,0
2872,1440,13197810960349360,0,805306368,0,11652300560,0
2873,1441,13197810963780804,0,805306368,0,0,0
2874,1441,13197810976233820,0,805306368,0,0,0
2875,1441,13197810977226620,0,805306368,0,24562629686,0
2887,1443,13197835583287504,0,805306375,0,543226,0
2888,1440,13197835602248264,0,805306376,0,1325783063,0
2889,1444,13197835620551464,0,838860805,0,0,0
2890,1445,13197835630452560,0,805306368,0,0,0
2891,1445,13197835633238826,0,805306368,0,0,0
2892,1445,13197835634176634,0,805306368,0,102312269,0
2893,1446,13197835654427644,0,805306375,0,1395709723,0
2894,1447,13197835675442884,0,805306368,0,0,0
2895,1447,13197835677259586,0,805306368,0,0,0
2896,1447,13197835678178980,0,805306368,0,1376951053,0
2908,1450,13197835884788326,0,268435456,0,0,0
2909,1451,13197835884788326,2908,-2147483648,0,0,0
2910,1452,13197835884788326,2909,-2147483648,0,0,0
2911,1452,13197835884788326,2910,-2147483648,0,0,0
2956,1489,13197836594229936,0,805306368,0,11435026183,0
2968,1489,13197836788985722,0,805306368,0,11240266388,0
2969,1437,13197836824691516,0,805306376,0,101913652,0
2970,1433,13197836831637416,0,805306376,0,0,0
2971,1491,13197836845264192,0,805306375,0,0,0
2972,1492,13197836860537328,0,805306368,0,11168732439,0
2973,1493,13197836866222354,0,805306368,0,11163045862,0
2974,1494,13197836884746146,0,805306368,0,0,0
2975,1495,13197836887583584,0,805306368,0,0,0
2976,1495,13197836892287014,0,805306368,0,11136978347,0
2977,1494,13197836892288232,0,805306368,0,11136978520,0
2978,1496,13197836893737148,0,805306368,0,0,0
2979,1438,13197836926632084,0,805306376,0,450739,0
2980,1496,13197836939128052,0,805306368,0,11090134983,0
2981,1497,13197837346267028,0,838860805,0,10682982676,0
2982,1493,13197837356091100,0,805306368,0,21398379,0
2983,1303,13197837369558912,0,805306368,0,0,0
2984,1498,13197837390203654,0,805306368,0,0,0
2985,1499,13197837398971458,0,805306368,0,0,0
2986,1500,13197837411330022,0,805306368,0,20480767,0
2987,1501,13197837431810788,2986,805306368,0,11760930,0
2988,1502,13197837443571720,2987,805306368,0,226213765,0
2989,1503,13197837535929532,0,838860805,0,0,0
2990,1504,13197837542476526,0,805306375,0,127688468,0
2991,1505,13197837554242632,0,805306368,0,0,0
2992,1505,13197837564696264,0,805306368,0,0,0
2993,1505,13197837564701468,0,805306368,0,0,0
2994,1506,13197837571535100,0,805306368,0,0,0
2995,1507,13197837578380946,0,805306368,0,92149925,0
2996,1515,13197848021194436,0,805306368,0,0,0
2997,1516,13197848021213878,0,805306368,0,8057384,0
2998,1517,13197848092559064,0,268435457,1,0,1
2999,1518,13197848094074370,2998,1610612736,0,1863296,0
3000,1519,13197850149079958,0,838860805,0,9616327553,0
3001,1520,13197850155453072,0,805306368,0,5301030724,0
3002,1521,13197850156351982,0,805306368,0,5300564668,0
3003,1522,13197850188763492,0,805306368,0,5268533433,0
3004,1523,13197850191597048,0,805306368,0,0,0
3005,1523,13197850194745754,0,805306368,0,0,0
3006,1523,13197850194823112,0,805306368,0,5262889372,0
3007,1524,13197850195165264,0,805306368,0,5262975394,0
3008,1525,13197850244699228,0,805306368,0,5213827605,0
3009,1526,13197850251082760,0,805306368,0,5208869171,0
3010,1527,13197850261474206,0,268435456,0,0,0
3011,1528,13197850261474206,3010,-2147483648,0,0,0
3012,1529,13197850261474206,3011,-1610612736,0,0,0
3013,1527,13197850266337776,0,805306368,0,0,0
3014,1527,13197850267318154,0,805306368,0,19843892,0
3015,1530,13197854148319312,0,805306369,2,0,1
3016,1530,13197854148514720,0,805306368,0,4196475,0
3017,1530,13197854536686404,0,805306374,0,0,0
3018,1530,13197854536940316,0,805306368,0,3396736,0
3019,1530,13197854537009494,0,805306374,0,0,0
3020,1530,13197854537148380,0,805306368,0,8734919,0
3021,1531,13197855337187384,0,838860805,0,0,0
3022,1532,13197855348458340,0,805306368,0,0,0
3023,1533,13197855350844660,0,805306368,0,35023656,0
3024,1534,13197855359416336,0,805306368,0,30594164,0
3025,1535,13197855363560836,0,805306368,0,61871749,0
3026,1532,13197855388261632,0,805306368,0,0,0
3027,1532,13197855388276538,0,805306368,0,0,0
3028,1532,13197855388333850,0,805306368,0,36758736,0
3029,1536,13197855436858540,0,838860805,0,0,0
3030,1537,13197855443202000,0,805306368,0,0,0
3031,1538,13197855448543240,0,805306368,0,0,0
3032,1539,13197855454601524,0,805306375,0,4320708542,0
3033,1540,13197855468021464,0,805306368,0,4302285376,0
3034,1541,13197856210217276,0,805306368,0,3570122869,0
3035,1542,13197856216651208,0,805306368,0,0,0
3036,1542,13197856222380782,0,805306368,0,3617988877,0
3037,1543,13197856316381612,0,838860805,0,0,0
3038,1544,13197856322614034,0,805306375,0,0,0
3039,1545,13197856328541982,0,805306368,0,90444717,0
3040,1546,13197856335631560,0,805306375,0,0,0
3041,1547,13197856339606400,0,805306368,0,78298676,0
3042,1548,13197856347848980,0,805306368,0,50292659,0
3043,1549,13197856417905076,3041,805306368,0,3440005116,0
3044,1538,13197856506656664,0,805306368,0,0,0
3045,1550,13197856506662346,0,805306368,0,0,0
3046,1550,13197856507957508,0,805306368,0,0,0
3047,1538,13197856513183050,0,805306368,0,0,0
3048,1538,13197856515292008,0,805306368,0,0,0
3049,1551,13197856518952092,0,805306368,0,0,0
3050,1551,13197856522857436,0,805306368,0,0,0
3051,1538,13197856525326822,0,805306368,0,0,0
3052,1538,13197856527684296,0,805306368,0,3317680165,0
3053,1537,13197856540333384,0,805306368,0,0,0
3054,1552,13197856540342432,0,805306368,0,0,0
3055,1552,13197856541172056,0,805306368,0,0,0
3056,1553,13197856546638824,0,805306368,0,0,0
3057,1553,13197856549390804,0,805306368,0,0,0
3058,1552,13197856551542386,0,805306368,0,0,0
3059,1552,13197856553810128,0,805306368,0,0,0
3060,1554,13197856556991388,0,805306368,0,0,0
3061,1554,13197856560185388,0,805306368,0,0,0
3062,1555,13197856796302680,0,805306375,0,3445540387,0
3063,1556,13197856810442692,0,805306368,0,3431397053,0
3064,1552,13197856842089116,0,805306368,0,0,0
3065,1552,13197856842830928,0,805306368,0,0,0
3066,1537,13197856848199550,0,805306368,0,0,0
3067,1537,13197856849042248,0,805306368,0,0,0
3068,1557,13197856852296586,0,805306368,0,0,0
3069,1557,13197856853211508,0,805306368,0,0,0
3070,1537,13197856868231646,0,805306368,0,0,0
3071,1537,13197856869094862,0,805306368,0,0,0
3072,1558,13197856961184268,0,805306368,0,0,0
3073,1558,13197856962680344,0,805306368,0,0,0
3074,1537,13197856965479668,0,822083584,0,0,0
3075,1552,13197856996151216,0,805306368,0,0,0
3076,1552,13197856996689166,0,805306368,0,0,0
3077,1554,13197856998006120,0,805306368,0,0,0
3078,1554,13197856998834352,0,805306368,0,0,0
3079,1537,13197857052224448,0,805306368,0,0,0
3080,1537,13197857054408898,0,805306368,0,0,0
3081,1557,13197857055871768,0,805306368,0,0,0
3082,1557,13197857056668720,0,805306368,0,3185188920,0
3083,1530,13197859853173208,0,805306374,0,0,0
3084,1530,13197859853253128,0,805306374,0,0,0
3085,1530,13197859853852482,0,805306374,0,0,0
3086,1530,13197859853912588,0,805306368,0,1909361,0
3087,1530,13197859853920572,0,805306368,0,161496728,0
3088,1530,13197859854139490,0,805306368,0,2169161,0
3089,1549,13197860015749432,0,805306376,0,226087383,0
3090,1559,13197860282695332,0,805306374,0,13400330,0
3091,15,13197863418633528,0,838860801,3,120043439,1
3092,1560,13197863423609220,3091,805306375,3,0,0
3093,1561,13197863427056108,3091,805306368,3,0,0
3094,1562,13197863459684000,3091,268435463,3,0,0
3095,1563,13197863459684000,3094,-1610612729,0,0,0
3096,1564,13197863528612648,3095,1610612736,0,0,0
3097,1563,13197863533875660,3091,822083591,3,0,0
3098,1565,13197863535833440,3091,805306368,3,0,0
3099,1563,13197863538676968,3091,822083591,3,0,0
3100,1566,13197863541775492,3099,1610612736,0,0,0
3101,1566,13197863545334218,0,1073741824,0,0,0
3102,1566,13197863545334218,3101,-1610612736,0,0,0
3103,1566,13197863545338800,0,1073741824,0,0,0
3104,1567,13197863545338800,3103,-1610612736,0,0,0
3105,1567,13197863616777836,0,1073741824,0,0,0
3106,1568,13197863616777836,3105,-1610612736,0,0,0
3107,1568,13197863622552850,0,1073741824,0,0,0
3108,1569,13197863622552850,3107,-1610612736,0,0,0
3109,1569,13197863639953372,0,1073741824,0,0,0
3110,1567,13197863639953372,3109,-1610612736,0,0,0
3111,1567,13197863656136740,0,1073741824,0,0,0
3112,1570,13197863656136740,3111,-1610612736,0,0,0
3113,1570,13197863664247940,0,1073741824,0,0,0
3114,1571,13197863664247940,3113,-1610612736,0,0,0
3115,1571,13197863675263416,0,1073741824,0,0,0
3116,1567,13197863675263416,3115,-1610612736,0,905555278,0
3117,1572,13197863789076110,0,838860805,0,0,0
3118,1573,13197863819454696,0,268435456,0,0,0
3119,1574,13197863819454696,3118,-1610612736,0,115082305,0
3120,1575,13197863820787288,0,805306368,0,944872343,0
3121,1576,13197863879696892,0,805306368,0,0,0
3122,1577,13197863883818582,0,805306368,0,882813887,0
3123,1572,13197863892536820,0,855638021,0,733257517,0
3124,1578,13197863896044888,0,805306368,0,689748046,0
3125,1579,13197863934537000,3119,268435463,0,0,0
3126,1574,13197863935145140,3125,1610612736,0,725649029,0
3127,1580,13197864205565532,0,805306368,0,0,0
3128,1578,13197864734081666,0,805306376,0,33032884,0
3129,1574,13197864763405134,0,805306376,0,1633855,0
3130,1576,13197864765976116,0,805306368,0,332317,0
3131,1572,13197864767287420,0,805306376,0,0,0
3132,1581,13197864887290712,0,805306368,0,207504698,0
3133,1582,13197864896804706,0,805306368,0,198381637,0
3134,1583,13197864908887388,0,805306368,0,186774053,0
3135,1584,13197865108808684,0,805306375,0,7327581780,0
3136,1585,13197865127638062,0,805306368,0,7308741521,0
3137,1586,13197866480187150,0,838860805,0,0,0
3138,1587,13197866486959102,0,805306368,0,219422227,0
3139,1588,13197866491032112,0,805306368,0,116417968,0
3140,1589,13197866495806658,0,805306368,0,211488322,0
3141,1590,13197866607450080,3139,268435456,0,0,0
3142,1591,13197866607450080,3141,-1610612736,0,0,0
3143,1588,13197866609992940,0,822083584,0,96847834,0
3144,1592,13197866701091902,0,805306375,0,5735284371,0
3145,1593,13197866705973560,0,805306368,0,5730400371,0
3146,1594,13197866791342242,0,805306368,0,0,0
3147,1595,13197866792007036,0,805306368,0,0,0
3148,1594,13197866792225640,0,805306368,0,0,0
3149,1594,13197866792226474,0,805306368,0,5644143281,0
3150,1595,13197866793240782,0,805306368,0,0,0
3151,1595,13197866793242240,0,805306368,0,0,0
3152,1596,13197866796175372,0,805306368,0,0,0
3153,1597,13197866808133476,0,805306368,0,5628231504,0
3154,1598,13197867656151620,0,838860805,0,4780208219,0
3155,1599,13197867671480110,0,805306368,0,4764876587,0
3156,1600,13197867674228270,0,805306368,0,4762124436,0
3157,1601,13197867686495782,0,805306368,0,0,0
3158,1601,13197867686989400,0,805306368,0,4749361065,0
3159,1602,13197867689401748,0,805306368,0,4746946706,0
3160,1603,13197869680905548,0,838860805,0,0,0
3161,1604,13197869706697028,0,805306368,0,177740595,0
3162,1605,13197869876898940,0,805306375,0,2559446306,0
3163,1606,13197869880221652,0,805306368,0,2556121462,0
3164,1607,13197869908329372,0,805306368,0,2528011254,0
3165,1608,13197869918145166,0,805306368,0,2518189778,0
3166,1609,13197875423235948,0,268435457,4,0,1
3167,1610,13197875423235948,3166,-1610612735,0,0,0
3168,1610,13197875424621774,0,805306368,0,0,0
3169,1611,13197875424657380,0,805306368,0,0,0
3170,1612,13197875430582792,3169,1073741824,0,0,0
3171,1613,13197875430582792,3170,-2147483648,0,0,0
3172,1614,13197875430582792,3171,-2147483648,0,0,0
3173,1609,13197875430582792,3172,-1610612736,0,0,0
3174,1609,13197875432091614,0,1073741824,0,0,0
3175,1609,13197875432091614,3174,-1610612736,0,0,0
3176,1615,13197875455534204,0,268435456,0,0,0
3177,1616,13197875455534204,3176,-1610612736,0,0,0
3178,1616,13197875456370532,0,805306368,0,0,0
3179,1617,13197875456476520,0,805306368,0,0,0
3180,1618,13197875459825020,3179,1073741824,0,0,0
3181,1619,13197875459825020,3180,-2147483648,0,0,0
3182,1620,13197875459825020,3181,-2147483648,0,0,0
3183,1621,13197875459825020,3182,-1610612736,0,0,0
3184,1621,13197875461536652,0,1073741824,0,0,0
3185,1621,13197875461536652,3184,-1610612736,0,0,0
3186,1621,13197875474353508,0,1073741824,0,0,0
3187,1609,13197875474353508,3186,-1610612736,0,0,0
3188,1609,13197875477301544,0,1073741824,0,0,0
3189,1622,13197875477301544,3188,-1610612736,0,0,0
3190,1609,13197875483898930,0,838860801,4,0,1
3191,1609,13197875484469808,0,805306368,0,0,0
3192,1622,13197875486584706,0,805306368,0,0,0
3193,1623,13197875887138152,0,805306368,0,0,0
3194,1622,13197875901069400,0,805306368,0,0,0
3195,1624,13197875905838168,0,805306368,0,0,0
3196,1625,13197875911555064,0,268435456,0,0,0
3197,1626,13197875911555064,3196,-1610612736,0,0,0
3198,1626,13197875912526284,0,805306368,0,0,0
3199,1627,13197875912767926,0,805306368,0,2801405,0
3200,1628,13197875969899864,0,838860805,0,7081266272,0
3201,1629,13197875977086138,0,268435456,0,0,0
3202,1630,13197875977086138,3201,-2147483648,0,0,0
3203,1631,13197875977086138,3202,-1610612736,0,0,0
3204,1632,13197875977272720,0,805306368,0,0,0
3205,1632,13197875977366120,0,805306368,0,7083781113,0
3206,1633,13197875981198268,0,805306368,0,7074931365,0
3207,1631,13197876062823208,0,805306368,0,3928053988,0
3208,1634,13197878069274008,0,838860800,0,5765480641,0
3209,1635,13197880409202974,0,268435457,5,0,0
3210,1636,13197880409202974,3209,-1610612735,0,10234116,1
3211,1637,13197880419437090,3210,805306368,5,983920801,0
3212,1638,13197880630732528,0,268435457,6,0,0
3213,1639,13197880630732528,3212,-1610612735,0,31432248,1
3214,1640,13197880662164776,3213,268435463,6,0,0
3215,1639,13197880662164776,3214,-1610612729,0,575834734,0
3216,1641,13197881237999508,3215,268435456,6,0,0
3217,1639,13197881237999508,3216,-1610612736,0,55179778,0
3218,1642,13197881285007494,0,838860801,7,48572991,1
3219,1640,13197881293179288,3217,268435463,6,0,0
3220,1639,13197881293179288,3219,-1610612729,0,1807974387,0
3221,1643,13197881333580484,3218,805306375,7,9027120,0
3222,1643,13197881342607604,3221,805306375,7,1377390497,0
3223,1644,13197881403357892,3211,805306368,5,21900830,0
3224,1645,13197881425258720,3223,805306368,5,1187455203,0
3225,1646,13197882612713924,3224,805306368,5,20806739555,0
3226,1643,13197882719998102,3222,805306375,7,5590098,0
3227,1643,13197882725588200,3226,805306375,7,122017044,0
3228,1643,13197882847605244,3227,805306375,7,5914038,0
3229,1643,13197882853519282,3228,805306375,7,1763023364,0
3230,1647,13197883011032588,0,838860805,0,0,0
3231,1648,13197883017124356,0,805306368,0,641716199,0
3232,1649,13197883021271144,0,805306368,0,636937972,0
3233,1650,13197883025168858,0,805306375,0,634219314,0
3234,1651,13197883032699924,0,805306368,0,624642646,0
3235,1652,13197883035308184,0,805306368,0,621712924,0
3236,1653,13197883080400512,0,805306368,0,0,0
3237,1654,13197883092576190,3236,1610612736,0,563812125,0
3238,1655,13197883153995188,0,268435462,0,0,0
3239,1656,13197883153995188,3238,-1610612730,0,0,0
3240,1657,13197883164516624,3239,1610612736,0,0,0
3241,1658,13197883192336872,3240,1073741824,0,0,0
3242,1659,13197883192336872,3241,-1610612736,0,0,0
3243,1660,13197883200463308,3242,1610612736,0,0,0
3244,1661,13197883239526552,3243,1610612736,0,0,0
3245,1662,13197883243449446,3244,1610612736,0,0,0
3246,1663,13197883265442412,3245,1610612736,0,0,0
3247,1663,13197883270150096,0,1073741824,0,0,0
3248,1664,13197883270150096,3247,-1610612736,0,0,0
3249,1664,13197883479105040,0,1073741824,0,0,0
3250,1665,13197883479105040,3249,-1610612736,0,0,0
3251,1666,13197883522421284,3250,1073741824,0,0,0
3252,1667,13197883522421284,3251,-1610612736,0,0,0
3253,1668,13197883530015124,0,805306368,0,0,0
3254,1669,13197883532749800,3253,1073741824,0,0,0
3255,1670,13197883532749800,3254,-1610612736,0,122487008,0
3256,1655,13197883667806746,0,838860801,8,0,1
3257,1671,13197883673341988,0,838860805,0,7409109785,0
3258,1672,13197883685282278,0,268435456,0,0,0
3259,1673,13197883685282278,3258,-1610612736,0,16162624,0
3260,1674,13197883686763024,0,805306368,0,3145621661,0
3261,1675,13197883701444902,3259,805306368,0,7385955195,0
3262,1676,13197883762581508,3256,1610612736,0,0,0
3263,1655,13197883778559820,3262,1610612736,0,0,0
3264,1677,13197883786533238,3263,1610612736,0,0,0
3265,1678,13197883807150452,0,838860805,0,7285266716,0
3266,1679,13197883813305968,0,268435456,0,0,0
3267,1680,13197883813305968,3266,-2147483648,0,0,0
3268,1681,13197883813305968,3267,-2147483648,0,0,0
3269,1682,13197883813305968,3268,-2147483648,0,0,0
3270,1683,13197883813305968,3269,-1610612736,0,17721819,0
3271,1684,13197883831413808,0,268435456,0,0,0
3272,1685,13197883831413808,3271,-1610612736,0,124972393875,0
3273,1633,13197883833683440,0,805306376,0,588542,0
3274,1686,13197883870897112,3264,1610612736,0,0,0
3275,1687,13197883871742882,3274,1610612736,0,0,0
3276,1688,13197883908755688,3275,1610612736,0,0,0
3277,1688,13197883909263616,0,1073741824,0,0,0
3278,1688,13197883909263616,3277,-1610612736,0,126101769291,0
3279,1689,13197884073148764,0,805306368,0,0,0
3280,1689,13197884073747554,0,805306368,0,0,0
3281,1689,13197884101619524,0,822083584,0,0,0
3282,1689,13197884102170864,0,805306368,0,0,0
3283,1686,13197884164783384,3282,1610612736,0,0,0
3284,1687,13197884166055680,3283,1610612736,0,121302937664,0
3285,1690,13197884177504748,3284,1610612736,0,0,0
3286,1690,13197884178071196,0,1073741824,0,0,0
3287,1690,13197884178071196,3286,-1610612736,0,0,0
3288,1691,13197884195534062,0,805306368,0,0,0
3289,1691,13197884195539522,0,805306368,0,0,0
3290,1628,13197884211069064,0,805306376,0,125797106667,0
3291,1691,13197884296513580,0,805306376,0,0,0
3292,1691,13197884297002128,0,805306368,0,0,0
3293,1690,13197884303578340,0,822083592,0,0,0
3294,1690,13197884303585782,0,805306368,0,0,0
3295,1691,13197884306456798,0,822083592,0,0,0
3296,1691,13197884306462264,0,805306368,0,128844718103,0
3297,1692,13197884311549176,0,805306368,0,0,0
3298,1692,13197884311871336,0,805306368,0,0,0
3299,1693,13197884574361988,0,268435462,0,0,0
3300,1694,13197884575317828,3299,1610612736,0,0,0
3301,1695,13197884634720986,0,838860805,0,3104564840,0
3302,1696,13197887730758896,0,838860805,0,0,0
3303,1655,13198004830466436,0,805306374,0,224235470,0
3304,1691,13198005468993344,3284,805306376,0,0,0
3305,1691,13198005469432256,0,805306368,0,0,0
3306,1697,13198005471597284,3305,1610612736,0,0,0
3307,1691,13198005492932824,3306,1610612736,0,0,0
3308,1691,13198005493277288,0,1073741824,0,0,0
3309,1691,13198005493277288,3308,-1610612736,0,7657923551,0
3310,1698,13198005502365532,0,805306368,0,0,0
3311,1698,13198005502615260,0,805306368,0,0,0
3312,1674,13198008803917634,0,805306376,0,1206092363,0
3313,1699,13198010020229032,0,838860805,0,0,0
3314,1700,13198010024862464,0,805306368,0,3126286048,0
3315,1701,13198010645255816,0,805306368,0,0,0
3316,1701,13198010646236120,0,805306368,0,0,0
3317,1701,13198010646238704,0,805306368,0,2504906139,0
3318,1505,13198010649153404,0,805306368,0,0,0
3319,1505,13198010650246312,0,805306368,0,0,0
3320,1505,13198010650247882,0,805306368,0,0,0
3321,1702,13198010658130496,0,805306368,0,2492894703,0
3322,1507,13198010685883962,0,805306368,0,0,0
3323,1703,13198010720164662,0,805306368,0,2372774535,0
3324,1505,13198011564850932,0,805306368,0,1586179745,0
3325,1685,13198013132601184,0,805306376,0,18568422,0
3326,1517,13198013247596126,0,268435458,1,0,0
3327,1518,13198013249453340,3326,1610612736,0,0,0
3328,1704,13198013415084928,0,838860805,0,0,0
3329,1705,13198013420726300,0,805306375,0,5988363147,0
3330,1706,13198013426833936,0,805306368,0,429224415,0
3331,1707,13198013440112430,0,805306368,0,416421252,0
3332,1708,13198013879081572,0,838860805,0,5530004010,0
3333,1709,13198013886514292,0,805306368,0,5522568135,0
3334,1710,13198014894653238,0,838860805,0,0,0
3335,1711,13198014904195184,0,805306368,0,0,0
3336,1712,13198014908830986,0,805306368,0,0,0
3337,1713,13198014914949372,0,268435456,0,0,0
3338,1714,13198014914949372,3337,-1610612736,0,4494129620,0
3339,1715,13198015368401560,0,268435462,0,0,0
3340,1716,13198015368401560,3339,-1610612730,0,0,0
3341,1717,13198015475635098,0,805306368,0,3933438764,0
3342,1718,13198021049130768,0,838860805,0,1173871586,0
3343,1719,13198021155251440,0,805306368,0,1067747999,0
3344,1720,13198021331144738,0,838860805,0,0,0
3345,1721,13198021336235704,0,805306368,0,886741756,0
3346,1722,13198021355631932,0,805306368,0,0,0
3347,1723,13198021360517852,0,805306368,0,0,0
3348,1724,13198021366450404,0,805306368,0,856538122,0
3349,1725,13198021430387236,0,805306375,0,0,0
3350,1726,13198021433961596,0,805306368,0,789023193,0
3351,1727,13198021440563516,0,805306368,0,782418617,0
3352,1728,13198021446043840,0,805306368,0,776935920,0
3353,1729,13198021487365724,0,805306368,0,0,0
3354,1730,13198021499773596,0,805306368,0,0,0
3355,1731,13198021505185004,0,805306368,0,18428318,0
3356,1732,13198021536893536,0,805306368,0,0,0
3357,1733,13198021545758616,0,805306375,0,0,0
3358,1734,13198021553844722,0,805306368,0,0,0
3359,1734,13198021554111864,0,805306368,0,668882091,0
3360,1735,13198021558405596,0,805306368,0,664591043,0
3361,1736,13198021575094056,0,805306368,0,0,0
3362,1736,13198021577088452,0,805306368,0,645902497,0
3363,1737,13198022227849762,0,838860805,0,0,0
3364,1738,13198022234470284,0,805306368,0,547871359,0
3365,1739,13198022236063372,0,805306368,0,546680472,0
3366,1740,13198022238557460,0,805306375,0,5312248011,0
3367,1741,13198022243117052,0,805306368,0,539978901,0
3368,1742,13198022244767624,0,805306368,0,538730786,0
3369,1743,13198022793071164,0,838860805,0,0,0
3370,1734,13198022800563800,0,805306368,0,0,0
3371,1734,13198022800640722,0,805306368,0,1033409311,0
3372,1744,13198022803205404,0,805306368,0,0,0
3373,1744,13198022803272828,0,805306368,0,16730829,0
3374,1745,13198022874616700,0,805306368,0,0,0
3375,1745,13198022875195640,0,805306368,0,959255946,0
3376,1746,13198022875450312,0,805306368,0,0,0
3377,1746,13198022875544136,0,805306368,0,959258040,0
3378,1747,13198023067813842,0,838860805,0,767321215,0
3379,1748,13198023072772742,0,805306368,0,0,0
3380,1748,13198023072840572,0,805306368,0,762633104,0
3381,1749,13198023075955632,0,805306368,0,0,0
3382,1749,13198023076024382,0,805306368,0,759777525,0
3383,1750,13198023077482616,0,805306368,0,0,0
3384,1750,13198023077992652,0,805306368,0,758177270,0
3385,1751,13198023832656384,0,805306375,0,0,0
3386,1752,13198023841347438,0,805306368,0,0,0
3387,1752,13198023841435472,0,805306368,0,48766434,0
3388,1753,13198023842377180,0,805306368,0,0,0
3389,1753,13198023842460912,0,805306368,0,0,0
3390,1754,13198023845340604,0,805306368,0,45684815,0
3391,1755,13198023861215192,0,805306368,0,29378379,0
3392,1756,13198023887893376,0,805306368,0,48067775,0
3393,1757,13198023897508076,0,805306368,0,38868196,0
3394,1758,13198023913742580,0,805306368,0,21829860,0
3395,1759,13198023926114742,0,805306368,0,10679300,0
3396,1760,13198026691297712,0,805306368,0,0,0
3397,1760,13198026699815920,0,805306368,0,0,0
3398,1761,13198026699819326,0,805306368,0,0,0
3399,1762,13198026721608358,0,805306368,0,0,0
3400,1763,13198026727412784,0,805306368,0,55631828,0
3401,1741,13198026746820464,0,805306368,0,808972621,0
3402,1764,13198026765512810,0,805306368,0,796820262,0
3403,1765,13198026798185104,0,838860805,0,0,0
3404,1766,13198026807727836,0,805306368,0,0,0
3405,1767,13198026807871948,0,805306368,0,0,0
3406,1766,13198026807984728,0,805306368,0,1641649526,0
3407,1767,13198026808115122,0,805306368,0,1641859969,0
3408,1768,13198026815682280,0,805306368,0,1634672381,0
3409,1769,13198026817188008,0,805306368,0,1633684899,0
3410,1770,13198027188825352,0,805306368,0,1260131492,0
3411,1719,13198027192005556,0,805306368,0,1247127657,0
3412,1771,13198027193086682,0,805306368,0,1244172568,0
3413,1754,13198027195421676,0,805306368,0,1242777946,0
3414,1772,13198027197048326,0,805306368,0,1251553033,0
3415,1773,13198027204356928,0,805306368,0,0,0
3416,1773,13198027215148788,3415,1610612736,0,1234138601,0
