id,chain_index,url
6,2,https://freelancer-msg-attachments.s3.amazonaws.com/972663615/Needs%20Document%20of%20Onliners.docx?Signature=FIFt1KloutJJw52M2e1hSvLBvN4%3D&Expires=1553092485&AWSAccessKeyId=ASIA4JLTZCJHW6DHCUXR&versionId=bwiIjA5zFttw6iw8l4LccDd0sk4DMhZJ&response-content-disposition=attachment&response-content-type=application/vnd.openxmlformats-officedocument.wordprocessingml.document&x-amz-security-token=FQoGZXIvYXdzEMj//////////wEaDLSSil9lorzzEsRapiK3A8jB/wj7qq8uGjrVSQuDhYDfqRzGO/02AlBoHHtIFTQq12fTtCCMoiYWgLEJzeOPYWThFdLKNy8Ig%2BjfXa1goe/rZSCtF9FO5iWepIlT5saxSZJfUQg0Eu5bpOQX2LWXRdbBMIWhJ/%2BJYu7DDFXhV8cJ7OpZyDnj6b/pA7MTudv4bMcKRZWPk3ZV44GfPjMG/8ZSNelAgS%2B5YK/8F77fuQ62eQXyYSUWmDMUEM4rWsT2Hd5jfyAxxqR%2BcEAHBOLTbO02LUvB%2B1/FGhqKXy2D3HjVg1ZgH4eqs/H4LBWg5t6nAcmnfaFk2CiYghciVmpGI4LA7cBkXTpe%2BRFk/8siUX5Fs9ESNI4/8k6UJTnGKjvycgov83bSVklwfeXZI4bA8uehj3ywtnjh3dEi2143LPMk1R6FHNAwfuTMSdAcWIeqyFw34mYBx7rbMY1FKRT215m7JnTJrAbLecxg3Z4C/afA5JcvgGdXulcuYKF1R4MYmn/CjZQtMHf9oCqXk8/23cwcZ2rl7Bj8hxvOSSwvf/NkhRTr1PWfWvUrLmax6qIaCQClGTUXm9qj3cJ4uhEs8145IPkzDgkorZbJ5AU%3D
7,0,https://www.freelancer.com/projects/graphic-design/create-logo-18999337/?w=f
7,1,https://www.freelancer.com/api/messages/0.1/messages/972693072/Immagine.png
7,2,https://freelancer-msg-attachments.s3.amazonaws.com/972693072/Immagine.png?Signature=831BH7OKMPYT9BOVASOYthJhZlg%3D&Expires=1553095119&AWSAccessKeyId=ASIA4JLTZCJH3LTPI64D&versionId=4G7Fs8rcZY3AW30m.TrJYBqehjAEF__5&response-content-disposition=attachment&response-content-type=image/png&x-amz-security-token=FQoGZXIvYXdzEMj//////////wEaDB3aq57XFJg8UArNYyK3A4WkcJUrHlXcGVwhXlkqfoLGOtHzUf1KY%2BGHKR9bt2VmP70J/oNxkoW2iOUctv3dLTsPykjmmYwUejxroK8FZrRlxS0EMqzFWBxqvP%2BOZ7CQ4LM0p%2BpCSTjx9kSHX66r1KDlD2cke8xblzbPCwC4S//A7L9a97I5Cp5CFq6pXN4hd6jcgATyyN2kwpZAPnckrRUDheeVHpL/91ZxH4VwmMsOLvE2VmtgozkL5fce%2BEQ38nujOJNjOnZDs0xg/s2ueTb41kIi/Si1eYRUau3fZxEJ/MWq1NLJHbg39fVbtJB4KBkcreTOJZ4%2Bqf9qK6daLRqrmN7krly%2BZzKhoG8RXZbfDWetD8NnRnyB7Gz1nwetE4lttoHa1anZdI0Xr/qsU8oUnUVVFs0G3y7iP5080bndmfC8iHr6bfa6fE5W8vJcw0I9NVX8DJEtOXB5DTDJFAx7xAXiuz79qtC4Y4oyGcse8Zku%2ByhsFdutSJLGtQMPcm%2BIYHagmJkOtbOcKo2%2B9pks9BCcspq%2BrJHhW1r1AMChApSssMbH7VCQP0hIhGUicNOFpaP%2B4hiG%2BjzqWR755D7YNG0ICWgo9ZnJ5AU%3D
8,0,https://doc-0k-28-docs.googleusercontent.com/docs/securesc/nd71p0pecvqtm2b9j0jn59de7nvor79a/8io597s8u5readj4qdt7ph9likritcso/1553090400000/08863234306805901703/08863234306805901703/0B45AQwbVuFikMEY4ckxzdFpjLUN3OXJYR3djVnpjSWNjM2pR?e=download
9,0,https://www.freelancer.com/projects/fileshare/getFile.php?drive=true&file_id=1103813
9,1,https://freelancer-filestorage-pmb.s3.amazonaws.com/filestorage_project/2657683?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Security-Token=FQoGZXIvYXdzEMz%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDL%2F98%2FzGGLD5br1mEyK3A2VXALTRzP2SftNU%2B5T3VF23blG6hy7FC%2BOBpeIPV8%2BEtUM46d%2FxRSAxMWmhtGndiBT4QbI48e42XrPB1IQhwMXQDMi4nfV6kZShRP80TVRj%2BPeW8PwMJEhZOQlJOw31a8MRKB%2Bshb0iBneswmOB31Y475Zqw1jDJ%2BphjmEkcXJ0EdPE6xU%2B%2FI6MyHjrGo%2FId%2FDDx2HD2xaJfheToV9m0ZQbzwkKbxG7ZejBJq7Qkd1KB4q06P7ibl5wC0pPKPLOPaEaAPWaUS5qdp%2FyIItRhrm9PUhkJLfwfwmY7DJuWOrbZ20lmvkLBfl9JP0rYC3lPwUVOevUi569OvpBiDuJ4xz%2F7mOxZdCdgu5pk6tzrsWddEUi9WD%2FUQp%2F0J5r%2BrUc3UqTxV0LwzH9VxEFNXd93SSg%2BJnbcz15jRc0EgBMiM1neQcRSyzWf%2Fh5s1RNinbPAyMnz5hPzeSwu7QUg1XpwJ9JY3q7%2FO6kQ8Yqpl8BHehJOuGsFzyPqrx4RASSGCMp2wzqIMYuWMnS1lST7UabfBQibYlMhNXcdT8hYeiR38XAf4mctKAD5dLraYk6CT84GJ1fouP3AM8okorK5AU%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIA4JLTZCJH4QAGBQJH%2F20190320%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20190320T193116Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=917fb6774925ab61ee1ce8ceb89ef43861020edecd410c7edb96c1e35749434b
10,0,https://download.info.apple.com/Mac_OS_X/061-0973.20040202.FrA2s/Safari_1.2.dmg
11,0,https://download.info.apple.com/Mac_OS_X/061-0973.20040202.FrA2s/Safari_1.2.dmg
12,0,https://expo.io/artifacts/cc6e8aac-b3db-4ee5-a3ee-06fd0cad5413
12,1,https://exp-shell-app-assets.s3.us-west-1.amazonaws.com/android/%40sun1earth1moon1/Kitchen-App-Akkilna-ff40476d68874a3d95f740622c6f4ba8-signed.apk
13,0,https://expo.io/artifacts/013457a3-64e4-4340-aac9-c2b1e0134708
13,1,https://exp-shell-app-assets.s3.us-west-1.amazonaws.com/android/%40sun1earth1moon1/Kitchen-App-Akkilna-95c76d9acaaa487e9755b8c552cab36b-signed.apk
14,0,https://expo.io/artifacts/89ee894d-0ac9-4d81-89d3-d1649500b9c1
14,1,https://exp-shell-app-assets.s3.us-west-1.amazonaws.com/android/%40sun1earth1moon1/Kitchen-App-Akkilna-036b0fd3bf5c4b4291899628722dff13-signed.apk
22,0,https://www.freelancer.com/projects/mobile-phone/React-Native-Developer-Needed-Expo/?w=f
22,1,https://www.freelancer.com/api/messages/0.1/messages/973431024/Individual%20Options.png
22,2,https://freelancer-msg-attachments.s3.amazonaws.com/973431024/Individual%20Options.png?Signature=pYfg%2Fm%2FS6KnXFdFp0v8x3LERiMM%3D&Expires=1553192358&AWSAccessKeyId=ASIA4JLTZCJHT3FEBOGF&versionId=yK8zC1kv2.mDOGTcGetryPgvBiHZq.9j&response-content-disposition=attachment&response-content-type=image/png&x-amz-security-token=AgoJb3JpZ2luX2VjENL//////////wEaCXVzLWVhc3QtMSJIMEYCIQCq8Yb4qp6CY02Qnl6jxP4/7FW3BKhaCA6Ps/G4RyPcWAIhAPbjJRDXYTgSx7BLwd09jlZazZa775y%2BRlpg1KOvQ5BOKtoDCHsQABoMODQ0NzQwNzYwMTQzIgznazVx/6lcyYMicUwqtwPErqaHuxmuMu5oJZSdqB0MYK9kNuYSgspUFO7zqbZj1B%2BbqkpW59c6L5ugIiKRPcr941YCa5bp/jI9SyJfaSKyIU%2B5eBT0zpd%2B2SXuZBCAvq9mWNi3%2Btjw580RQx5B7BDm%2B41XpUuxxMkn61EILAVD5qi9dtu0HAbP7PpRlAiowm77EYyc9QJtJw%2B/Esc3Gv%2BVLDlJeQvA1BqBoIZ8TWafHYkbQCiieD2YAQ6qJtUeoXBQyjBLICO%2B3URigLeZ8y59RFZs9bmlrYFSa9CuBQLxz%2BqUGgVetvbRj0mxSM1EX4xh5uwSGtQ9grIcoo8CMSNfC0%2BxUAYD4RU%2B/xWYvj265AsSSSPBPX%2BDNKGtW8l0RIKUYMKnDWBq52uB4G7a3ypY8zLiIXxTqVRJUV3S59WYZus4iKuJAs5cxHDPrmUAGYIjkX8tJ2ONN9LLca05Jwj2QwUduSGIP1zUfUDPi9SlOyZ67N53kRF2XugF9m6TVmExSIVhS2chRJjzwiH1H1KB/p1an4PSm3MMduCmOparEDp6FPWOHbLFS7X2HXPAx/tzjflOfWfFEzgqkJ850%2B9znF0YOT2zMPmaz%2BQFOrMBc/AmchDj4wTFr5uQttuNH0fU6jqr2PW7pj0k%2Bf93B067DgCfKe77K8hfPa%2BKuJHQc3F%2BJL6dQr2AIucKGjlYgZUCo2JqcvRmwBvAQq1cGzXQqgP3ZseCqkEDdBeG19ICLk2mW%2BYEnwXZVxElhBv6fP6JduUtixcDzdrNV9skEXcMh64YiOGqF9o2STgMzf7zmjCxgVoipWTV1et4jWp0rCmCgrOffh%2B1W%2B%2BbMXlOdkoc7VQ%3D
23,0,https://code.jquery.com/jquery-3.3.1.min.js
24,0,https://code.jquery.com/jquery-3.3.1.js
25,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2MtOZfI7s3m9dK_sQt1_KfJ9gjhUmaGN05E3v4tPyZUcgp9ku
26,0,https://dl2.cdn.filezilla-project.org/server/FileZilla_Server-0_9_60_2.exe?h=v8mM5cSTbqPFVOKJ9z735Q&x=1553487361
